size,price
28.160139479756516,1000.0
30.61046655679649,308.86435419105976
18.067518007716302,183.29324495814402
16.39457263292122,160.35801663779475
21.429342037183154,215.97757941276217
25.40800422064597,253.4181276546951
23.886757723318595,241.58494432766668
16.898220111761812,173.1775131455855
18.28220952281024,187.44460779006607
22.30073823855112,225.43593637370589
22.200074292330946,228.80401195453894
23.81306883755236,246.30791787128607
13.354744881373477,132.81280195695723
23.606024455076266,237.80217736966213
18.896064786554486,193.53877032016592
22.17967664030831,223.93994804344777
16.543716591693954,168.21407738974364
20.838987702746792,209.7304066622314
12.91217031564825,124.46612126378776
18.90295708814292,189.38732539678432
16.40732156267234,161.32245494505912
22.026952297023588,218.84758506842408
26.058188080437944,263.28336429695014
14.42288871330329,147.3608711763514
17.282922463908836,172.13763412903157
21.895981447249003,223.5979631581797
23.984833580281432,241.14645982098574
23.90311204058806,242.22989802569487
14.966149159239002,150.10676835931
24.661593893630922,244.30631455282395
17.075778317774493,166.81443835766078
19.889298595499312,200.06031673943684
22.274739121661273,229.08188465186453
14.626833092754909,150.91092443520694
21.292521758587736,214.68415117293728
16.21430657543611,166.63712597566789
15.96662662322937,159.82337562428714
12.507530360557883,124.62356782370435
23.33131528031589,233.933805535064
13.426907646969175,137.8751517118957
14.906496724736627,149.47263673170124
15.783480604049359,159.76536145205972
24.971326595418507,249.6435792075722
26.520341611008334,266.5007134215109
17.44025611738103,177.6017602064087
4.743962589540519,51.594348971853734
16.96093146260291,171.84857598761062
15.472001120591878,156.11801153804007
23.801360468884106,245.29900376377202
22.790536364088698,228.72158116467324
